,locusId,type,scaffoldId,begin,end,length,strand,desc,GC,nTA,pval_raw_rep1,pval_corrected_rep1,n_inserts_rep1,pval_raw_rep2,pval_corrected_rep2,n_inserts_rep2,essentiality
1965,HNEAP_RS09835,1,NC_013422.1,2110623,2112623,2000,+,sodium/hydrogen exchanger,0.5887,23,3.99E-17,9.62E-14,18,1.28E-17,3.09E-14,16,essential
1966,HNEAP_RS09840,1,NC_013422.1,2112753,2112986,233,+,hypothetical protein,0.5983,2,0.975342297,2348.62425,15,0.962614358,2317.975374,14,nonessential
1967,HNEAP_RS09845,1,NC_013422.1,2113162,2116641,3479,+,transcription-repair coupling factor,0.5954,55,0.999796922,2407.510988,180,0.999600578,2407.038191,173,nonessential
1968,HNEAP_RS09850,1,NC_013422.1,2116638,2117108,470,+,RDD family protein,0.5648,10,0.941710549,2267.639001,25,0.796723258,1918.509605,21,nonessential
1969,HNEAP_RS09855,1,NC_013422.1,2117275,2119425,2150,-,exodeoxyribonuclease V subunit alpha,0.5867,28,0.997291227,2401.477274,111,0.996218455,2398.894039,107,nonessential
1970,HNEAP_RS09860,1,NC_013422.1,2119416,2123174,3758,-,exodeoxyribonuclease V subunit beta,0.5693,56,0.292287339,703.8279115,142,0.334555114,805.6087153,139,nonessential
1971,HNEAP_RS09865,1,NC_013422.1,2123198,2123590,392,-,type II toxin-antitoxin system death-on-curing family toxin,0.5394,11,0.846308618,2037.911152,19,0.817184111,1967.77934,18,nonessential
1972,HNEAP_RS09870,1,NC_013422.1,2123587,2123811,224,-,transcriptional regulator,0.48,6,0.000114898,0.27667408,0,0.000151745,0.365402519,0,ambiguous
1973,HNEAP_RS09875,1,NC_013422.1,2124017,2125120,1103,-,porin,0.4955,44,3.99E-20,9.60E-17,0,1.57E-19,3.78E-16,0,essential
1974,HNEAP_RS09880,1,NC_013422.1,2125632,2126990,1358,-,hypothetical protein,0.5681,26,0.999999861,2407.999665,94,0.999977797,2407.946536,83,nonessential
1975,HNEAP_RS09885,1,NC_013422.1,2127020,2129941,2921,-,DUF2339 domain-containing protein,0.5866,47,1,2408,262,1,2408,253,nonessential
1976,HNEAP_RS09890,1,NC_013422.1,2130091,2130270,179,+,hypothetical protein,0.5111,6,0.997779777,2402.653704,15,0.99939197,2406.535865,16,nonessential
1977,HNEAP_RS09895,1,NC_013422.1,2130303,2131508,1205,+,ADP-forming succinate--CoA ligase subunit beta,0.5929,12,3.25E-20,7.84E-17,1,1.41E-19,3.39E-16,1,essential
1978,HNEAP_RS09900,1,NC_013422.1,2131505,2132392,887,+,succinate--CoA ligase subunit alpha,0.6059,15,2.51E-16,6.04E-13,0,2.76E-14,6.64E-11,1,essential
1979,HNEAP_RS09905,1,NC_013422.1,2132445,2134130,1685,+,NAD+ synthase,0.6008,34,1.63E-28,3.94E-25,1,1.28E-27,3.09E-24,1,essential
1980,HNEAP_RS09910,1,NC_013422.1,2134186,2134371,185,+,4-oxalocrotonate tautomerase,0.5376,4,0.061886187,149.0219392,3,0.071772354,172.8278293,3,nonessential
1981,HNEAP_RS09915,1,NC_013422.1,2134383,2135084,701,+,two-component system response regulator CreB,0.584,8,0.993790616,2393.047804,41,0.996266711,2399.010241,41,nonessential
1982,HNEAP_RS09920,1,NC_013422.1,2135081,2136511,1430,+,two-component system sensor histidine kinase CreC,0.5549,26,0.494546873,1190.868869,56,0.638951491,1538.595189,57,nonessential
1983,HNEAP_RS09925,1,NC_013422.1,2136601,2138616,2015,+,trypsin,0.5565,43,0.99999886,2407.997254,124,0.999999581,2407.998992,123,nonessential
1984,HNEAP_RS09930,1,NC_013422.1,2138603,2139358,755,+,exosortase K,0.5661,20,0.886275651,2134.151768,36,0.848033112,2042.063734,34,nonessential
1985,HNEAP_RS09935,1,NC_013422.1,2139340,2140398,1058,-,NUDIX hydrolase,0.5675,17,2.93E-06,0.007051531,16,8.54E-07,0.00205729,14,essential
1986,HNEAP_RS09940,1,NC_013422.1,2140429,2141655,1226,-,bifunctional ornithine acetyltransferase/N-acetylglutamate synthase,0.5974,17,2.74E-22,6.59E-19,0,1.25E-21,3.02E-18,0,essential
1987,HNEAP_RS09945,1,NC_013422.1,2141741,2143087,1346,-,DUF945 domain-containing protein,0.5449,20,0.297271383,715.8294899,49,0.325474474,783.7425337,48,nonessential
1988,HNEAP_RS09950,1,NC_013422.1,2143151,2145913,2762,-,preprotein translocase subunit SecA,0.5632,42,2.57E-36,6.18E-33,9,4.83E-36,1.16E-32,8,essential
1989,HNEAP_RS09955,1,NC_013422.1,2146210,2146656,446,+,DUF721 domain-containing protein,0.5548,9,0.003046154,7.335139539,7,0.004312794,10.38520892,7,nonessential
1990,HNEAP_RS09960,1,NC_013422.1,2146713,2147630,917,-,UDP-3-O-acyl-N-acetylglucosamine deacetylase,0.5534,14,2.90E-15,6.97E-12,1,8.77E-15,2.11E-11,1,essential
1991,HNEAP_RS09965,1,NC_013422.1,2147888,2149768,1880,-,molecular chaperone HtpG,0.5534,28,0.594808392,1432.298607,76,0.607337943,1462.469767,74,nonessential
1992,HNEAP_RS09970,1,NC_013422.1,2149951,2150298,347,-,50S ribosomal protein L19,0.5546,4,7.89E-07,0.00189958,0,1.21E-06,0.002922769,0,essential
1993,HNEAP_RS09975,1,NC_013422.1,2150315,2151073,758,-,tRNA (guanosine(37)-N1)-methyltransferase TrmD,0.5665,10,1.51E-12,3.63E-09,1,1.19E-13,2.88E-10,0,essential
1994,HNEAP_RS09980,1,NC_013422.1,2151134,2151670,536,-,ribosome maturation factor RimM,0.5326,16,8.66E-09,2.09E-05,1,7.28E-10,1.75E-06,0,essential
1995,HNEAP_RS09985,1,NC_013422.1,2151677,2151937,260,-,30S ribosomal protein S16,0.5862,5,2.67E-05,0.06438791,0,3.69E-05,0.088924651,0,ambiguous
1996,HNEAP_RS09990,1,NC_013422.1,2152104,2153399,1295,-,adenylosuccinate synthase,0.5833,30,4.52E-19,1.09E-15,3,2.05E-18,4.94E-15,3,essential
1997,HNEAP_RS09995,1,NC_013422.1,2153392,2154591,1199,-,ATP phosphoribosyltransferase regulatory subunit,0.5725,21,8.17E-22,1.97E-18,0,3.62E-21,8.72E-18,0,essential
1998,HNEAP_RS10000,1,NC_013422.1,2154726,2154944,218,-,DUF2065 domain-containing protein,0.5297,5,0.234866149,565.5576867,6,0.262709987,632.6056499,6,nonessential
1999,HNEAP_RS10005,1,NC_013422.1,2154960,2155841,881,-,protease modulator HflC,0.5295,13,9.49E-05,0.228608993,15,1.03E-05,0.024691323,12,ambiguous
2000,HNEAP_RS10010,1,NC_013422.1,2155838,2156974,1136,-,protease modulator HflK,0.5699,29,0.049312273,118.7439523,34,0.016626076,40.03559208,30,nonessential
2001,HNEAP_RS10015,1,NC_013422.1,2157146,2158468,1322,-,GTPase HflX,0.5903,17,0.99999973,2407.99935,91,0.999999527,2407.998862,88,nonessential
2002,HNEAP_RS10020,1,NC_013422.1,2158468,2158746,278,-,RNA chaperone Hfq,0.5018,5,0.453407846,1091.806094,10,0.494257843,1190.172886,10,nonessential
2003,HNEAP_RS10025,1,NC_013422.1,2158944,2159921,977,-,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,0.6022,14,0.999999981,2407.999955,76,0.999999785,2407.999482,71,nonessential
2004,HNEAP_RS10030,1,NC_013422.1,2159921,2161774,1853,-,DNA mismatch repair endonuclease MutL,0.6192,21,1,2408,137,1,2408,136,nonessential
2005,HNEAP_RS10035,1,NC_013422.1,2162040,2163260,1220,-,N-acetylmuramoyl-L-alanine amidase,0.5708,28,4.61E-19,1.11E-15,2,1.97E-18,4.75E-15,2,essential
2006,HNEAP_RS10040,1,NC_013422.1,2163510,2163713,203,-,hypothetical protein,0.5196,4,0.999476904,2406.740386,18,0.99433623,2394.361641,15,nonessential
2007,HNEAP_RS10045,1,NC_013422.1,2163753,2164280,527,-,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE,0.5511,10,6.05E-06,0.014577335,4,1.87E-06,0.004492895,3,essential
2008,HNEAP_RS10050,1,NC_013422.1,2164317,2165879,1562,-,bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase,0.6008,23,1,2408,145,1,2408,142,nonessential
2009,HNEAP_RS10055,1,NC_013422.1,2165889,2166899,1010,-,tryptophan--tRNA ligase,0.5559,22,8.84E-11,2.13E-07,7,6.13E-12,1.48E-08,5,essential
2010,HNEAP_RS10060,1,NC_013422.1,2167115,2167351,236,+,50S ribosomal protein L28,0.5654,4,7.07E-05,0.170182054,0,9.47E-05,0.228133159,0,ambiguous
2011,HNEAP_RS10065,1,NC_013422.1,2167404,2167559,155,+,50S ribosomal protein L33,0.4615,3,0.835277522,2011.348273,8,0.751362581,1809.281095,7,nonessential
2012,HNEAP_RS10070,1,NC_013422.1,2167684,2168529,845,+,bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase,0.5615,20,0.999823259,2407.574408,55,0.999955443,2407.892708,56,nonessential
2013,HNEAP_RS10075,1,NC_013422.1,2168622,2168894,272,+,30S ribosomal protein S20,0.5385,5,0.000201338,0.484821867,1,0.000274133,0.660113429,1,nonessential
2014,HNEAP_RS10080,1,NC_013422.1,2169063,2169692,629,+,dioxygenase,0.5794,13,0.393559724,947.6918145,23,0.371909408,895.5578535,22,nonessential
2015,HNEAP_RS10085,1,NC_013422.1,2169947,2170684,737,-,orotate phosphoribosyltransferase,0.5379,16,1.09E-13,2.63E-10,0,2.72E-13,6.56E-10,0,essential
2016,HNEAP_RS10090,1,NC_013422.1,2170746,2173328,2582,-,ATP-dependent chaperone ClpB,0.5641,35,0.932693928,2245.926979,117,0.965396765,2324.675411,117,nonessential
2017,HNEAP_RS10095,1,NC_013422.1,2173355,2173534,179,+,hypothetical protein,0.5111,1,0.898273096,2163.041615,10,0.61534312,1481.746234,7,nonessential
2018,HNEAP_RS10100,1,NC_013422.1,2173625,2174017,392,+,hypothetical protein,0.5573,1,0.957694593,2306.12858,22,0.947704972,2282.073573,21,nonessential
2019,HNEAP_RS10105,1,NC_013422.1,2174365,2175225,860,-,UDP-2 3-diacylglucosamine diphosphatase,0.5563,18,0.826808488,1990.954839,39,0.902163286,2172.409194,40,nonessential
2020,HNEAP_RS10110,1,NC_013422.1,2175479,2175805,326,+,hypothetical protein,0.4985,9,0.978435602,2356.07293,20,0.983965098,2369.387956,20,nonessential
2021,HNEAP_RS10115,1,NC_013422.1,2175815,2176315,500,-,peptide deformylase,0.5709,6,0.304502521,733.2420713,17,0.353546925,851.3409966,17,nonessential
2022,HNEAP_RS10120,1,NC_013422.1,2176318,2176854,536,-,amino acid-binding ACT domain-containing protein,0.5791,6,0.940013453,2263.552394,28,0.902596874,2173.453272,26,nonessential
2023,HNEAP_RS10125,1,NC_013422.1,2176882,2177646,764,-,multi-copper polyphenol oxidoreductase,0.5948,14,0.999503158,2406.803603,49,0.99974769,2407.392436,49,nonessential
2024,HNEAP_RS10130,1,NC_013422.1,2177652,2178674,1022,-,23S rRNA pseudouridine(1911/1915/1917) synthase RluD,0.6061,20,0.999694361,2407.264021,63,0.999610513,2407.062115,61,nonessential
2025,HNEAP_RS10135,1,NC_013422.1,2178858,2179679,821,+,outer membrane protein assembly factor BamD,0.545,24,2.25E-10,5.42E-07,4,5.51E-10,1.33E-06,4,essential
2026,HNEAP_RS10140,1,NC_013422.1,2179768,2181069,1301,+,MFS transporter,0.5707,16,0.999999865,2407.999676,91,0.999999871,2407.99969,89,nonessential
2027,HNEAP_RS10145,1,NC_013422.1,2181127,2181894,767,-,disulfide bond isomerase DsbC/G-like protein,0.5651,14,0.997359556,2401.641811,46,0.998527766,2404.45486,46,nonessential
2028,HNEAP_RS10150,1,NC_013422.1,2181947,2182882,935,-,site-specific tyrosine recombinase XerD,0.5951,16,0.992973475,2391.080129,52,0.979677485,2359.063385,48,nonessential
2029,HNEAP_RS12360,1,NC_013422.1,2182879,2184021,1142,-,hypothetical protein,0.6054,13,0.999999826,2407.999581,82,0.999999627,2407.999102,79,nonessential
2030,HNEAP_RS10160,1,NC_013422.1,2184011,2185105,1094,-,ATPase AAA,0.6027,15,1,2408,98,1,2408,96,nonessential
2031,HNEAP_RS10165,1,NC_013422.1,2185303,2187255,1952,+,acetate--CoA ligase,0.5837,37,0.931857995,2243.914051,90,0.8638366,2080.118533,84,nonessential
2032,HNEAP_RS10170,1,NC_013422.1,2187252,2188046,794,+,hypothetical protein,0.5296,17,0.182152762,438.623852,26,0.175771557,423.2579084,25,nonessential
2033,HNEAP_RS10175,1,NC_013422.1,2188306,2188698,392,-,30S ribosomal protein S9,0.5674,6,1.89E-05,0.045473635,2,2.07E-07,0.000499583,0,essential
2034,HNEAP_RS10180,1,NC_013422.1,2188716,2189144,428,-,50S ribosomal protein L13,0.5291,10,2.97E-08,7.15E-05,0,5.05E-08,0.000121579,0,essential
2035,HNEAP_RS10185,1,NC_013422.1,2189471,2190715,1244,+,(Fe-S)-binding protein,0.596,21,1,2408,125,1,2408,123,nonessential
2036,HNEAP_RS10190,1,NC_013422.1,2190770,2191084,314,+,hypothetical protein,0.419,14,0.731750634,1762.055526,14,0.842265692,2028.175787,15,nonessential
2037,HNEAP_RS10195,1,NC_013422.1,2191094,2191510,416,-,peroxiredoxin,0.5659,4,0.954490742,2298.413707,23,0.965932045,2325.964363,23,nonessential
2038,HNEAP_RS10200,1,NC_013422.1,2191507,2192316,809,-,indole-3-glycerol-phosphate synthase,0.584,7,4.02E-11,9.67E-08,3,1.00E-10,2.41E-07,3,essential
2039,HNEAP_RS10205,1,NC_013422.1,2192309,2193367,1058,-,anthranilate phosphoribosyltransferase,0.6081,14,2.47E-19,5.94E-16,0,9.17E-19,2.21E-15,0,essential
2040,HNEAP_RS10210,1,NC_013422.1,2193678,2194604,926,+,glycine--tRNA ligase subunit alpha,0.5912,21,5.17E-17,1.25E-13,0,1.63E-16,3.93E-13,0,essential
2041,HNEAP_RS10215,1,NC_013422.1,2194652,2196730,2078,+,glycine--tRNA ligase subunit beta,0.5974,27,2.83E-37,6.82E-34,0,3.74E-36,9.01E-33,0,essential
2042,HNEAP_RS10220,1,NC_013422.1,2196737,2197510,773,+,1-acyl-sn-glycerol-3-phosphate acyltransferase,0.5633,14,8.36E-13,2.01E-09,1,2.12E-12,5.10E-09,1,essential
2043,HNEAP_RS10225,1,NC_013422.1,2197495,2197974,479,-,hypothetical protein,0.5583,7,0.982417837,2365.662152,28,0.979541165,2358.735125,27,nonessential
2044,HNEAP_RS10230,1,NC_013422.1,2198141,2198851,710,+,hypothetical protein,0.5527,13,0.981409597,2363.234309,39,0.988033846,2379.185501,39,nonessential
2045,GFF2046,7,NC_013422.1,2198879,2199427,548,-,hypothetical protein,0.5902,6,0.177121991,426.5097537,17,0.152980956,368.3781432,16,nonessential
2046,HNEAP_RS10240,1,NC_013422.1,2199465,2200007,542,-,rRNA large subunit pseudouridine synthase E,0.5654,7,0.087885602,211.6285297,15,0.111846863,269.3272466,15,nonessential
2047,HNEAP_RS10245,1,NC_013422.1,2200021,2200995,974,-,5'-3' exonuclease,0.6154,15,0.990109594,2384.183902,53,0.994365328,2394.43171,53,nonessential
2048,HNEAP_RS10250,1,NC_013422.1,2200992,2202254,1262,-,malate dehydrogenase,0.6002,23,1.98E-15,4.78E-12,6,8.95E-17,2.15E-13,4,essential
2049,HNEAP_RS10255,1,NC_013422.1,2202630,2202944,314,+,chorismate mutase,0.5143,7,0.9999893,2407.974235,29,0.999983944,2407.961338,28,nonessential
2050,HNEAP_RS10260,1,NC_013422.1,2203075,2204169,1094,+,phosphate porin,0.5763,18,0.999849288,2407.637086,68,0.999504721,2406.807369,64,nonessential
2051,HNEAP_RS10265,1,NC_013422.1,2204266,2204502,236,+,hypothetical protein,0.3755,10,0.040876694,98.43107826,4,0.049020483,118.0413222,4,nonessential
2052,HNEAP_RS10270,1,NC_013422.1,2204620,2205594,974,+,zinc ribbon domain-containing protein,0.4144,45,0.028650183,68.98964169,27,0.042917822,103.3461162,27,nonessential
2053,HNEAP_RS10275,1,NC_013422.1,2206117,2207964,1847,-,GGDEF domain-containing response regulator,0.5482,27,0.951654823,2291.584813,87,0.956126931,2302.353651,85,nonessential
2054,HNEAP_RS10280,1,NC_013422.1,2208018,2211521,3503,-,sensor histidine kinase,0.5374,70,0.685720502,1651.214969,144,0.723403068,1741.954588,141,nonessential
2055,HNEAP_RS10285,1,NC_013422.1,2211863,2212513,650,-,cell envelope biogenesis protein OmpA,0.596,22,0.999055055,2405.724572,42,0.999719494,2407.324541,43,nonessential
2056,HNEAP_RS10290,1,NC_013422.1,2212638,2213801,1163,-,8-amino-7-oxononanoate synthase,0.6306,19,1.72E-19,4.15E-16,1,1.49E-20,3.58E-17,0,essential
2057,HNEAP_RS10295,1,NC_013422.1,2213831,2215792,1961,+,sensor histidine kinase,0.5622,34,0.114407116,275.4923343,67,3.86E-06,0.009293344,40,ambiguous
2058,HNEAP_RS10300,1,NC_013422.1,2215848,2217227,1379,+,sigma-54-dependent Fis family transcriptional regulator,0.5703,21,7.31E-12,1.76E-08,13,4.04E-10,9.72E-07,15,essential
2059,HNEAP_RS10305,1,NC_013422.1,2217243,2218322,1079,-,hypothetical protein,0.5435,30,1,2408,149,1,2408,150,nonessential
2060,HNEAP_RS10310,1,NC_013422.1,2218620,2219090,470,+,thiosulfate oxidation carrier protein SoxY,0.5456,12,0.001625004,3.913009605,7,0.000249539,0.60088931,5,nonessential
2061,HNEAP_RS10315,1,NC_013422.1,2219148,2219453,305,+,thiosulfate oxidation carrier complex protein SoxZ,0.4641,8,4.32E-06,0.010407565,0,6.31E-06,0.015199716,0,essential
2062,HNEAP_RS10320,1,NC_013422.1,2219729,2220700,971,-,prolyl aminopeptidase,0.5885,16,0.998963413,2405.503899,58,0.999160325,2405.978063,57,nonessential
2063,HNEAP_RS10325,1,NC_013422.1,2220814,2221656,842,+,tRNA 2-thiocytidine(32) synthetase TtcA,0.5872,11,0.986448928,2375.369018,46,0.987449431,2377.77823,45,nonessential
2064,HNEAP_RS10330,1,NC_013422.1,2221653,2222594,941,+,lipid A biosynthesis acyltransferase,0.5998,11,0.453777109,1092.69528,36,0.394342912,949.5777332,34,nonessential
2065,HNEAP_RS10335,1,NC_013422.1,2222591,2223574,983,-,lipid A biosynthesis acyltransferase,0.5772,19,2.14E-16,5.15E-13,1,1.74E-17,4.20E-14,0,essential
2066,HNEAP_RS10340,1,NC_013422.1,2223571,2225022,1451,-,potassium transporter,0.553,29,5.61E-23,1.35E-19,2,3.19E-22,7.69E-19,2,essential
2067,HNEAP_RS10345,1,NC_013422.1,2225052,2226428,1376,-,Trk system potassium transporter TrkA,0.5955,16,3.64E-23,8.77E-20,1,3.48E-24,8.37E-21,0,essential
2068,HNEAP_RS10350,1,NC_013422.1,2226454,2227839,1385,-,sigma-54-dependent Fis family transcriptional regulator,0.57,24,4.37E-25,1.05E-21,0,2.44E-24,5.88E-21,0,essential
2069,HNEAP_RS10355,1,NC_013422.1,2227852,2230347,2495,-,hypothetical protein,0.5629,42,4.94E-15,1.19E-11,33,4.11E-15,9.89E-12,31,essential
2070,HNEAP_RS10360,1,NC_013422.1,2230299,2230943,644,-,DUF4390 domain-containing protein,0.569,4,0.15287856,368.1315731,20,0.038292847,92.20917675,16,nonessential
2071,HNEAP_RS10365,1,NC_013422.1,2230909,2232453,1544,-,16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB,0.5935,14,0.999999989,2407.999973,108,0.999999678,2407.999225,100,nonessential
2072,HNEAP_RS10370,1,NC_013422.1,2232386,2233321,935,-,methionyl-tRNA formyltransferase,0.6122,23,1.42E-15,3.43E-12,1,4.41E-15,1.06E-11,1,essential
2073,HNEAP_RS10375,1,NC_013422.1,2233318,2233833,515,-,peptide deformylase,0.5543,6,1.62E-06,0.00389168,3,2.80E-06,0.006738294,3,essential
2074,HNEAP_RS10380,1,NC_013422.1,2234184,2235374,1190,+,LysM peptidoglycan-binding domain-containing protein,0.5542,28,0.349740753,842.1757344,44,0.490664396,1181.519865,45,nonessential
2075,HNEAP_RS10385,1,NC_013422.1,2235483,2236559,1076,+,DNA-protecting protein DprA,0.6026,14,0.999945497,2407.868757,69,0.999961872,2407.908189,68,nonessential
2076,HNEAP_RS10390,1,NC_013422.1,2236607,2237107,500,+,DUF494 domain-containing protein,0.5469,6,0.226100209,544.4493035,16,0.353546925,851.3409966,17,nonessential
2077,HNEAP_RS10395,1,NC_013422.1,2237151,2239655,2504,+,DNA topoisomerase I,0.584,44,9.44E-37,2.27E-33,5,1.81E-35,4.35E-32,5,essential
2078,HNEAP_RS10400,1,NC_013422.1,2239725,2240282,557,+,tRNA threonylcarbamoyladenosine biosynthesis protein RimN,0.6308,9,0.001193639,2.874282248,9,0.004288842,10.32753179,10,nonessential
2079,HNEAP_RS10405,1,NC_013422.1,2240463,2241404,941,+,oxygen-dependent coproporphyrinogen oxidase,0.5924,22,2.82E-17,6.78E-14,0,3.51E-15,8.44E-12,1,essential
2080,HNEAP_RS10410,1,NC_013422.1,2241428,2242264,836,-,nuclease,0.5687,18,0.999285635,2406.27981,52,0.998942646,2405.453891,50,nonessential
2081,HNEAP_RS10415,1,NC_013422.1,2242284,2242529,245,-,type B 50S ribosomal protein L31,0.4878,6,0.074206197,178.6885218,5,0.039289283,94.60859402,4,nonessential
2082,HNEAP_RS10420,1,NC_013422.1,2242722,2243465,743,-,ComF family protein,0.5618,12,0.976657799,2351.791979,40,0.984880476,2371.592185,40,nonessential
2083,HNEAP_RS10425,1,NC_013422.1,2243511,2243933,422,+,hypothetical protein,0.4917,15,0.998224481,2403.724551,29,0.997789845,2402.677947,28,nonessential
2084,HNEAP_RS10430,1,NC_013422.1,2243987,2245030,1043,+,biotin synthase BioB,0.5996,11,2.89E-11,6.97E-08,7,8.51E-11,2.05E-07,7,essential
2085,HNEAP_RS10435,1,NC_013422.1,2245352,2247055,1703,+,hypothetical protein,0.5763,45,1,2408,129,1,2408,127,nonessential
2086,HNEAP_RS10440,1,NC_013422.1,2247324,2247743,419,-,DUF4168 domain-containing protein,0.5524,8,0.951344838,2290.838369,23,0.978068821,2355.189721,24,nonessential
2087,HNEAP_RS10445,1,NC_013422.1,2247894,2249294,1400,-,sigma-54-dependent Fis family transcriptional regulator,0.5739,26,0.793893553,1911.695676,61,0.784490832,1889.053925,59,nonessential
2088,HNEAP_RS10450,1,NC_013422.1,2249291,2250742,1451,-,signal transduction histidine kinase,0.5551,31,0.974410309,2346.380024,72,0.940651195,2265.088078,67,nonessential
2089,HNEAP_RS10455,1,NC_013422.1,2250990,2251271,281,-,XRE family transcriptional regulator,0.5674,4,0.012336641,29.70663045,4,0.015601398,37.56816714,4,nonessential
2090,HNEAP_RS10460,1,NC_013422.1,2251268,2251606,338,-,type II toxin-antitoxin system RelE/ParE family toxin,0.5192,4,0.99758136,2402.175914,24,0.998381258,2404.102069,24,nonessential
2091,HNEAP_RS10465,1,NC_013422.1,2251878,2252390,512,-,hypothetical protein,0.5828,15,0.829237053,1996.802823,24,0.810638036,1952.016391,23,nonessential
2092,HNEAP_RS10470,1,NC_013422.1,2252367,2252609,242,+,hypothetical protein,0.5432,9,0.895968313,2157.491698,13,0.950869025,2289.692612,14,nonessential
2093,HNEAP_RS10475,1,NC_013422.1,2252652,2252960,308,-,hypothetical protein,0.4013,17,0.016088904,38.74208082,5,0.020441275,49.22258933,5,nonessential
2094,HNEAP_RS10480,1,NC_013422.1,2253635,2254642,1007,-,hypothetical protein,0.5377,39,0.99999327,2407.983794,69,0.999997543,2407.994085,69,nonessential
2095,HNEAP_RS10485,1,NC_013422.1,2254933,2259978,5045,-,hypothetical protein,0.5666,149,1,2408,328,1,2408,319,nonessential
2096,HNEAP_RS10490,1,NC_013422.1,2260069,2260764,695,-,hypothetical protein,0.556,16,0.986343938,2375.116202,39,0.994663934,2395.150753,40,nonessential
2097,HNEAP_RS10495,1,NC_013422.1,2261083,2262591,1508,-,anthranilate synthase component I,0.5918,30,2.54E-20,6.11E-17,5,1.41E-19,3.40E-16,5,essential
2098,HNEAP_RS10500,1,NC_013422.1,2262695,2263375,680,-,phosphoglycolate phosphatase,0.5389,15,3.19E-11,7.69E-08,1,2.55E-12,6.15E-09,0,essential
2099,HNEAP_RS10505,1,NC_013422.1,2263398,2264084,686,-,phosphoglycolate phosphatase,0.5575,14,0.918724168,2212.287797,34,0.736545474,1773.601502,29,nonessential
