,locusId,old_locus_tag,gene,product,protein_id,giNum
2139,HNEAP_RS10940,['Hneap_2194'],,['flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase'],WP_012825042.1,502587303
2140,HNEAP_RS10945,['Hneap_2195'],,['histidine--tRNA ligase'],WP_012825043.1,502587304
2141,HNEAP_RS10950,['Hneap_2196'],,['hypothetical protein'],WP_012825044.1,502587305
2142,HNEAP_RS10955,['Hneap_2197'],,['outer membrane protein assembly factor BamB'],WP_012825045.1,502587306
2143,HNEAP_RS10960,['Hneap_2198'],,['hypothetical protein'],WP_012825046.1,502587308
2144,HNEAP_RS10965,['Hneap_2199'],,['amidohydrolase'],WP_012825047.1,502587309
2145,HNEAP_RS10970,['Hneap_2200'],,['aspartate aminotransferase family protein'],WP_012825048.1,502587310
2146,HNEAP_RS10975,['Hneap_2201'],,['aminopeptidase P family protein'],WP_012825049.1,502587311
2147,HNEAP_RS10980,['Hneap_2202'],,['NAD-dependent succinate-semialdehyde dehydrogenase'],WP_012825050.1,502587312
2148,HNEAP_RS10985,['Hneap_2203'],,['ribosome biogenesis GTPase Der'],WP_012825051.1,502587313
2149,HNEAP_RS10990,['Hneap_2204'],,['ABC transporter ATP-binding protein'],WP_012825052.1,502587314
2150,HNEAP_RS10995,['Hneap_2205'],,"['nitrate ABC transporter, permease protein']",WP_012825053.1,502587315
2151,HNEAP_RS11000,['Hneap_2206'],,['nitrate ABC transporter substrate-binding protein'],WP_012825054.1,502587316
2152,HNEAP_RS11005,['Hneap_2207'],,['sigma-54-dependent Fis family transcriptional regulator'],WP_012825055.1,502587317
2153,HNEAP_RS11010,['Hneap_2208'],,['hypothetical protein'],WP_081441160.1,1174219979
2154,HNEAP_RS11015,['Hneap_2209'],,['sulfurtransferase'],WP_012825057.1,502587319
2155,HNEAP_RS11020,['Hneap_2210'],,['hypothetical protein'],WP_081441161.1,1174219980
2156,HNEAP_RS11025,['Hneap_2211'],,['acyl-CoA dehydrogenase'],WP_012825059.1,502587321
2157,HNEAP_RS11030,['Hneap_2212'],,['OsmC family peroxiredoxin'],WP_012825060.1,502587322
2158,HNEAP_RS11035,['Hneap_2214'],,['IS110 family transposase'],WP_012825061.1,502587323
2159,HNEAP_RS11040,['Hneap_2215'],,['cyanase'],WP_012825062.1,502587324
2160,HNEAP_RS11045,['Hneap_2216'],,['hypothetical protein'],WP_081441162.1,1174219981
2161,HNEAP_RS11050,['Hneap_2217'],,['hypothetical protein'],WP_012825064.1,502587326
2162,HNEAP_RS12585,,,['hypothetical protein'],,
2163,HNEAP_RS11060,['Hneap_2219'],,['isopenicillin N synthase family oxygenase'],WP_012825065.1,502587327
2164,HNEAP_RS11065,['Hneap_2220'],,['hypothetical protein'],WP_012825066.1,502587328
2165,HNEAP_RS11070,['Hneap_2221'],,['TonB-dependent receptor'],WP_012825067.1,502587329
2166,HNEAP_RS11075,['Hneap_2222'],,['diguanylate cyclase'],WP_012825068.1,502587330
2167,HNEAP_RS11080,['Hneap_2223'],,['DUF2058 domain-containing protein'],WP_012825069.1,502587331
2168,HNEAP_RS11085,['Hneap_2224'],,['DUF1415 domain-containing protein'],WP_012825070.1,502587332
2169,HNEAP_RS11090,['Hneap_2225'],,['linear amide C-N hydrolase'],WP_012825071.1,502587333
2170,HNEAP_RS11095,['Hneap_2226'],,['hypothetical protein'],WP_012825072.1,502587334
2171,HNEAP_RS11100,['Hneap_2227'],,['sulfate transporter CysZ'],WP_012825073.1,502587335
2172,HNEAP_RS12390,['Hneap_2228'],,['hypothetical protein'],WP_012825074.1,502587336
2173,HNEAP_RS11110,['Hneap_2229'],,['4-hydroxy-3-methylbut-2-enyl diphosphate reductase'],WP_012825075.1,502587337
2174,HNEAP_RS11115,,,['peptidylprolyl isomerase'],WP_012825076.1,502587338
2175,HNEAP_RS11120,['Hneap_2231'],,['lipoprotein signal peptidase'],WP_012825077.1,502587339
2176,HNEAP_RS11125,['Hneap_2232'],,['isoleucine--tRNA ligase'],WP_041600444.1,753844827
2177,HNEAP_RS11130,,,['hypothetical protein'],WP_081441163.1,1174219982
2178,HNEAP_RS11135,['Hneap_2233'],,['glycerate kinase'],WP_012825079.1,502587341
2179,HNEAP_RS11140,['Hneap_2234'],,['glycosyltransferase family 2 protein'],WP_012825080.1,502587342
2180,HNEAP_RS11145,['Hneap_2235'],,['1-acyl-sn-glycerol-3-phosphate acyltransferase'],WP_012825081.1,502587343
2181,HNEAP_RS11150,['Hneap_2236'],,['endoribonuclease L-PSP'],WP_012825082.1,502587344
2182,HNEAP_RS11155,['Hneap_2237'],,['NAD(P)/FAD-dependent oxidoreductase'],WP_012825083.1,502587345
2183,HNEAP_RS11160,['Hneap_2238'],,['inositol phosphorylceramide synthase'],WP_012825084.1,502587346
2184,HNEAP_RS11165,['Hneap_2239'],,['beta-ketoacyl-[acyl-carrier-protein] synthase II'],WP_041601094.1,753845477
2185,HNEAP_RS11170,['Hneap_2240'],,['hypothetical protein'],WP_012825086.1,502587348
2186,HNEAP_RS11175,['Hneap_2241'],,['3-oxoacyl-ACP reductase FabG'],WP_012825087.1,502587349
2187,HNEAP_RS11180,['Hneap_2242'],,['polysaccharide deacetylase family protein'],WP_012825088.1,502587350
2188,HNEAP_RS11185,['Hneap_2243'],,['2OG-Fe(II) oxygenase'],WP_012825089.1,502587351
2189,HNEAP_RS11190,['Hneap_2244'],,['NAD-dependent epimerase/dehydratase'],WP_012825090.1,502587352
2190,HNEAP_RS11195,['Hneap_2245'],,['murein biosynthesis integral membrane protein MurJ'],WP_012825091.1,502587353
2191,HNEAP_RS11200,['Hneap_2246'],,['succinyl-diaminopimelate desuccinylase'],WP_012825092.1,502587355
2192,HNEAP_RS11205,['Hneap_2247'],,['arsenate reductase'],WP_012825093.1,502587356
2193,HNEAP_RS11210,,,['hypothetical protein'],WP_012825094.1,502587357
2194,HNEAP_RS11215,['Hneap_2249'],,['PepSY domain-containing protein'],WP_012825095.1,502587358
2195,HNEAP_RS11220,['Hneap_2250'],,['hypothetical protein'],WP_081441164.1,1174219983
2196,HNEAP_RS11225,['Hneap_2251'],,['nicotinate-nucleotide diphosphorylase (carboxylating)'],WP_012825097.1,502587360
2197,HNEAP_RS11230,['Hneap_2252'],,['2-hydroxyacid dehydrogenase'],WP_012825098.1,502587361
2198,HNEAP_RS11235,['Hneap_2253'],,['flagellar motor protein MotB'],WP_012825099.1,502587362
2199,HNEAP_RS11240,['Hneap_2254'],,['DUF3494 domain-containing protein'],WP_012825100.1,502587363
2200,HNEAP_RS12395,['Hneap_2255'],,['IS66 family insertion sequence hypothetical protein'],WP_012825101.1,502587364
2201,HNEAP_RS11250,['Hneap_2256'],,['IS66 family insertion sequence hypothetical protein'],WP_012825102.1,502587365
2202,HNEAP_RS11255,,,['IS66 family transposase'],,
2203,HNEAP_RS11260,['Hneap_2258'],,['hypothetical protein'],WP_012825103.1,502587366
2204,HNEAP_RS11265,['Hneap_2259'],,['glycine zipper 2TM domain-containing protein'],WP_012825104.1,502587367
2205,HNEAP_RS11270,,,['hypothetical protein'],WP_041600447.1,753844830
2206,HNEAP_RS11275,['Hneap_2260'],,['Crp/Fnr family transcriptional regulator'],WP_012825105.1,502587368
2207,HNEAP_RS11280,['Hneap_2261'],,['BON domain-containing protein'],WP_012825106.1,502587369
2208,HNEAP_RS11285,['Hneap_2262'],,['CsbD family protein'],WP_012825107.1,502587370
2209,HNEAP_RS11290,['Hneap_2263'],,['hypothetical protein'],WP_012825108.1,502587371
2210,HNEAP_RS11295,['Hneap_2265'],,['glutamate racemase'],WP_012825110.1,502587373
2211,HNEAP_RS11300,['Hneap_2266'],,['phosphate regulon transcriptional regulatory protein PhoB'],WP_012825111.1,502587374
2212,HNEAP_RS11305,['Hneap_2267'],,['phosphate regulon sensor histidine kinase PhoR'],WP_012825112.1,502587375
2213,HNEAP_RS11310,['Hneap_2268'],,['hypothetical protein'],WP_012825113.1,502587376
2214,HNEAP_RS11315,['Hneap_2269'],,['sigma-54-dependent Fis family transcriptional regulator'],WP_012825114.1,502587377
2215,HNEAP_RS11320,['Hneap_2270'],,['signal transduction histidine kinase'],WP_012825115.1,502587378
2216,HNEAP_RS11325,,,['hypothetical protein'],WP_041600448.1,753844831
2217,HNEAP_RS11330,['Hneap_2272'],,['peptide-methionine (S)-S-oxide reductase'],WP_012825117.1,502587380
2218,HNEAP_RS11335,['Hneap_2273'],,['glycosyltransferase family 2 protein'],WP_012825118.1,502587381
2219,HNEAP_RS11340,['Hneap_2274'],,['hypothetical protein'],WP_041600449.1,753844832
2220,HNEAP_RS11345,['Hneap_2275'],,['hypothetical protein'],WP_012825120.1,502587383
2221,HNEAP_RS11350,['Hneap_2276'],['ampG'],['MFS transporter'],WP_041601099.1,753845482
2222,HNEAP_RS11355,,,['YcgL domain-containing protein'],WP_012825122.1,502587385
2223,HNEAP_RS11360,['Hneap_2278'],,['hypothetical protein'],WP_012825123.1,502587386
2224,HNEAP_RS11365,['Hneap_2279'],,['3-dehydroquinate synthase'],WP_012825124.1,502587387
2225,HNEAP_RS11370,['Hneap_2280'],,['hypothetical protein'],WP_081441165.1,1174219984
2226,HNEAP_RS11375,['Hneap_2281'],,['class I SAM-dependent methyltransferase'],WP_012825126.1,502587389
2227,HNEAP_RS11380,['Hneap_2282'],,['phosphohydrolase'],WP_012825127.1,502587390
2228,HNEAP_RS11385,['Hneap_2284'],,['glutamate synthase large subunit'],WP_012825129.1,502587392
2229,HNEAP_RS12590,,,['IS3 family transposase'],,
2230,HNEAP_RS12595,,,['IS3 family transposase'],,
2231,HNEAP_RS11395,['Hneap_2287'],,['alpha/beta hydrolase'],WP_012825130.1,502587394
2232,HNEAP_RS11400,['Hneap_2288'],,['hypothetical protein'],WP_012825131.1,502587395
2233,HNEAP_RS11405,,,['hypothetical protein'],WP_041600450.1,753844833
2234,HNEAP_RS11410,,,['pilus assembly protein'],WP_049772538.1,908628505
2235,HNEAP_RS12400,['Hneap_2291'],,['hypothetical protein'],WP_012825132.1,502587396
2236,HNEAP_RS11420,['Hneap_2292'],,['hypothetical protein'],WP_012825133.1,502587397
2237,HNEAP_RS11425,['Hneap_2293'],,['hypothetical protein'],WP_012825134.1,502587398
2238,HNEAP_RS11430,,,['pilus assembly protein TadE'],,
2239,HNEAP_RS11435,['Hneap_2295'],,['hypothetical protein'],WP_012825136.1,502587400
2240,HNEAP_RS11440,['Hneap_2296'],,['hypothetical protein'],WP_012825137.1,502587401
2241,HNEAP_RS11445,['Hneap_2297'],,['hypothetical protein'],WP_012825138.1,502587402
2242,HNEAP_RS11450,['Hneap_2298'],,['hypothetical protein'],WP_012825139.1,502587403
2243,HNEAP_RS11455,,,['hypothetical protein'],WP_041600453.1,753844836
2244,HNEAP_RS11460,['Hneap_2300'],,['hypothetical protein'],WP_012825141.1,502587405
2245,HNEAP_RS11465,['Hneap_2301'],,['pilus assembly protein'],WP_081441166.1,1174219985
2246,HNEAP_RS12405,['Hneap_2302'],,['hypothetical protein'],WP_012825143.1,502587407
2247,HNEAP_RS11475,['Hneap_2303'],,['hypothetical protein'],WP_041600454.1,753844837
2248,HNEAP_RS11480,['Hneap_2304'],,['pilus assembly protein'],WP_012825145.1,502587409
2249,HNEAP_RS11485,['Hneap_2305'],,['tetratricopeptide repeat protein'],WP_012825146.1,502587410
2250,HNEAP_RS11490,['Hneap_2306'],,['DUF192 domain-containing protein'],WP_012825147.1,502587411
2251,HNEAP_RS11495,['Hneap_2307'],,['type II secretion system F family protein'],WP_012825148.1,502587412
2252,HNEAP_RS11500,['Hneap_2308'],,['type II secretion protein F'],WP_012825149.1,502587413
2253,HNEAP_RS11505,['Hneap_2309'],,['hypothetical protein'],WP_012825150.1,502587414
2254,HNEAP_RS11510,['Hneap_2310'],,['type II and III secretion system protein'],WP_012825151.1,502587415
2255,HNEAP_RS11515,['Hneap_2311'],,['Flp pilus assembly protein CpaB'],WP_012825152.1,502587416
2256,HNEAP_RS11520,['Hneap_2312'],,['hypothetical protein'],WP_012825153.1,502587417
2257,HNEAP_RS11525,['Hneap_2313'],,['hypothetical protein'],WP_012825154.1,502587418
2258,HNEAP_RS11530,['Hneap_2314'],,['pilus assembly protein'],WP_012825155.1,502587419
2259,HNEAP_RS11535,['Hneap_2315'],,['hypothetical protein'],WP_012825156.1,502587420
2260,HNEAP_RS11540,['Hneap_2316'],,['hypothetical protein'],WP_012825157.1,502587421
2261,HNEAP_RS11545,['Hneap_2317'],,['hypothetical protein'],WP_041600455.1,753844838
2262,HNEAP_RS11550,['Hneap_2318'],,['hypothetical protein'],WP_081441167.1,1174219986
2263,HNEAP_RS11555,,,['hypothetical protein'],WP_012825160.1,502587424
2264,HNEAP_RS11560,['Hneap_2320'],,['OmpA/MotB domain-containing protein'],WP_012825161.1,502587425
2265,HNEAP_RS11565,['Hneap_2321'],,"['non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family']",WP_012825162.1,502587426
2266,HNEAP_RS11570,['Hneap_2322'],,['oxygen-independent coproporphyrinogen III oxidase-like protein'],WP_041601107.1,753845490
2267,HNEAP_RS11575,['Hneap_2323'],,['UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase'],WP_012825164.1,502587428
2268,HNEAP_RS11580,['Hneap_2324'],,['ATP synthase F1 subunit epsilon'],WP_012825165.1,502587429
2269,HNEAP_RS11585,['Hneap_2325'],,['F0F1 ATP synthase subunit beta'],WP_012825166.1,502587430
2270,HNEAP_RS11590,['Hneap_2326'],,['F0F1 ATP synthase subunit gamma'],WP_012825167.1,502587431
2271,HNEAP_RS11595,['Hneap_2327'],,['F0F1 ATP synthase subunit alpha'],WP_012825168.1,502587432
2272,HNEAP_RS11600,['Hneap_2328'],,['F0F1 ATP synthase subunit delta'],WP_012825169.1,502587433
2273,HNEAP_RS11605,['Hneap_2329'],,['F0F1 ATP synthase subunit B'],WP_012825170.1,502587434
2274,HNEAP_RS11610,['Hneap_2330'],,['F0F1 ATP synthase subunit C'],WP_012825171.1,502587435
2275,HNEAP_RS11615,['Hneap_2331'],,['F0F1 ATP synthase subunit A'],WP_012825172.1,502587436
2276,HNEAP_RS11620,['Hneap_2332'],,['hypothetical protein'],WP_012825173.1,502587437
2277,HNEAP_RS11625,['Hneap_2333'],,['hypothetical protein'],WP_012825174.1,502587438
2278,HNEAP_RS11630,['Hneap_2334'],,['ParB/RepB/Spo0J family partition protein'],WP_012825175.1,502587439
2279,HNEAP_RS11635,['Hneap_2335'],,['ParA family protein'],WP_012825176.1,502587440
2280,HNEAP_RS11640,['Hneap_2336'],,['16S rRNA (guanine(527)-N(7))-methyltransferase RsmG'],WP_081441168.1,1174219987
2281,HNEAP_RS11645,['Hneap_2337'],,['tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG'],WP_012825178.1,502587442
2282,HNEAP_RS11650,['Hneap_2338'],,['cold-shock protein'],WP_012825179.1,502587443
2283,HNEAP_RS11655,['Hneap_2339'],,['LysR family transcriptional regulator'],WP_012825180.1,502587444
2284,HNEAP_RS11660,['Hneap_2340'],,['thioredoxin TrxA'],WP_012825181.1,502587446
2285,HNEAP_RS11665,['Hneap_2341'],,['transcription termination factor Rho'],WP_012825182.1,502587447
2286,HNEAP_RS11670,['Hneap_2342'],,['phosphoribosylamine--glycine ligase'],WP_012825183.1,502587449
2287,HNEAP_RS11675,['Hneap_2343'],,"[""tRNA (uridine(34)/cytosine(34)/5- carboxymethylaminomethyluridine(34)-2'-O)- methyltransferase TrmL""]",WP_012825184.1,502587450
2288,HNEAP_RS11680,['Hneap_2344'],,['tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO'],WP_012825185.1,502587451
2289,HNEAP_RS11685,['Hneap_2345'],,['glycerol-3-phosphate dehydrogenase'],WP_012825186.1,502587452
2290,HNEAP_RS11690,['Hneap_2346'],,['protein-export chaperone SecB'],WP_012825187.1,502587453
2291,HNEAP_RS11695,['Hneap_2347'],,['thioredoxin TrxC'],WP_012825188.1,502587454
2292,HNEAP_RS11700,,,['glutaredoxin 3'],WP_049772599.1,908628566
2293,HNEAP_RS11705,['Hneap_2349'],,['rhodanese-like domain-containing protein'],WP_049772540.1,908628507
2294,HNEAP_RS11710,['Hneap_2350'],,['DUF2892 domain-containing protein'],WP_012825191.1,502587457
2295,HNEAP_RS11715,['Hneap_2351'],,['ArsR family transcriptional regulator'],WP_081441195.1,1174220014
2296,HNEAP_RS11720,,,['hypothetical protein'],WP_041600458.1,753844841
2297,HNEAP_RS11725,,,['M23 family peptidase'],WP_081441169.1,1174219988
2298,HNEAP_RS11730,,,['hypothetical protein'],WP_041600460.1,753844843
2299,HNEAP_RS11735,['Hneap_2353'],,['S41 family peptidase'],WP_012825193.1,502587459
2300,HNEAP_RS11740,['Hneap_2354'],,['DJ-1 family protein'],WP_012825194.1,502587460
2301,HNEAP_RS11745,['Hneap_2356'],,['ammonium transporter'],WP_012825196.1,502587462
2302,HNEAP_RS11750,['Hneap_2357'],,['P-II family nitrogen regulator'],WP_012825197.1,502587463
2303,HNEAP_RS11755,['Hneap_2358'],,['hypothetical protein'],WP_012825198.1,502587464
2304,HNEAP_RS11760,['Hneap_2359'],,['cell division protein ZapE'],WP_012825199.1,502587465
2305,HNEAP_RS11765,['Hneap_2360'],,['succinate dehydrogenase assembly factor 2'],WP_012825200.1,502587466
2306,HNEAP_RS11770,['Hneap_2361'],['sdhB'],['succinate dehydrogenase iron-sulfur subunit'],WP_012825201.1,502587467
2307,HNEAP_RS11775,['Hneap_2362'],,['succinate dehydrogenase flavoprotein subunit'],WP_012825202.1,502587468
2308,HNEAP_RS11780,['Hneap_2363'],,"['succinate dehydrogenase, hydrophobic membrane anchor protein']",WP_012825203.1,502587469
2309,HNEAP_RS11785,['Hneap_2364'],,"['succinate dehydrogenase, cytochrome b556 subunit']",WP_012825204.1,502587470
2310,HNEAP_RS11790,['Hneap_2365'],,['GntR family transcriptional regulator'],WP_041601111.1,753845494
2311,HNEAP_RS11795,['Hneap_2366'],,['cupin domain-containing protein'],WP_012825206.1,502587472
2312,HNEAP_RS11800,['Hneap_2367'],,['aspartate aminotransferase family protein'],WP_049772541.1,908628508
2313,HNEAP_RS11805,['Hneap_2368'],,['methylmalonate-semialdehyde dehydrogenase (CoA acylating)'],WP_012825208.1,502587474
2314,HNEAP_RS11810,['Hneap_2369'],,['membrane protein'],WP_012825209.1,502587475
2315,HNEAP_RS11815,['Hneap_2370'],,['type III glutamate--ammonia ligase'],WP_012825210.1,502587476
2316,HNEAP_RS11820,['Hneap_2371'],,['4-aminobutyrate--2-oxoglutarate transaminase'],WP_012825211.1,502587477
2317,HNEAP_RS11825,['Hneap_2372'],,['aldehyde dehydrogenase'],WP_012825212.1,502587478
2318,HNEAP_RS11830,['Hneap_2373'],['gabD'],['NAD-dependent succinate-semialdehyde dehydrogenase'],WP_012825213.1,502587479
2319,HNEAP_RS11835,['Hneap_2374'],,['putrescine ABC transporter permease PotI'],WP_012825214.1,502587480
2320,HNEAP_RS11840,['Hneap_2375'],,['putrescine ABC transporter permease'],WP_012825215.1,502587481
2321,HNEAP_RS11845,['Hneap_2376'],,['polyamine ABC transporter ATP-binding protein'],WP_012825216.1,502587482
2322,HNEAP_RS11850,['Hneap_2377'],,['polyamine ABC transporter substrate-binding protein'],WP_012825217.1,502587483
2323,HNEAP_RS11855,['Hneap_2379'],,['aspartate aminotransferase family protein'],WP_012825219.1,502587485
2324,HNEAP_RS11860,['Hneap_2380'],,['glutamine synthetase'],WP_012825220.1,502587486
2325,HNEAP_RS11865,['Hneap_2381'],,['gamma-glutamyl-gamma-aminobutyrate hydrolase'],WP_012825221.1,502587487
2326,HNEAP_RS11870,['Hneap_2382'],,['PLP-dependent aminotransferase family protein'],WP_012825222.1,502587489
2327,HNEAP_RS11875,['Hneap_2383'],,['FAD-binding oxidoreductase'],WP_012825223.1,502587490
2328,HNEAP_RS11880,['Hneap_2384'],,['agmatinase'],WP_012825224.1,502587491
2329,HNEAP_RS11885,['Hneap_2385'],,['aspartate aminotransferase family protein'],WP_012825225.1,502587492
2330,HNEAP_RS11890,['Hneap_2386'],,['MFS transporter'],WP_012825226.1,502587493
2331,HNEAP_RS11895,['Hneap_2387'],,['RidA family protein'],WP_012825227.1,502587494
2332,HNEAP_RS11900,['Hneap_2388'],,['alanine racemase'],WP_012825228.1,502587495
2333,HNEAP_RS11905,['Hneap_2389'],,['D-amino acid dehydrogenase small subunit'],WP_012825229.1,502587496
2334,HNEAP_RS11910,['Hneap_2390'],,['AsnC family transcriptional regulator'],WP_012825230.1,502587497
2335,HNEAP_RS11915,['Hneap_2391'],,['hypothetical protein'],WP_012825231.1,502587498
2336,HNEAP_RS11920,['Hneap_2392'],,['hypothetical protein'],WP_012825232.1,502587499
2337,HNEAP_RS11925,['Hneap_2393'],,['ATP-dependent protease'],WP_012825233.1,502587500
2338,HNEAP_RS11930,['Hneap_2394'],,['tRNA 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase CmoB'],WP_012825234.1,502587501
2339,HNEAP_RS11935,['Hneap_2395'],,['carboxy-S-adenosyl-L-methionine synthase CmoA'],WP_012825235.1,502587502
2340,HNEAP_RS11940,['Hneap_2396'],,['tRNA 2-selenouridine(34) synthase MnmH'],WP_012825236.1,502587503
2341,HNEAP_RS11945,['Hneap_2397'],,"['selenide, water dikinase SelD']",WP_012825237.1,502587504
2342,HNEAP_RS11950,['Hneap_2398'],,['heme A synthase'],WP_012825238.1,502587505
2343,HNEAP_RS11955,['Hneap_2399'],,['lanthionine synthetase C'],WP_012825239.1,502587506
2344,HNEAP_RS11960,['Hneap_2400'],,['SCO family protein'],WP_012825240.1,502587507
2345,HNEAP_RS11965,['Hneap_2401'],,['cytochrome c oxidase assembly protein'],WP_081441196.1,1174220015
2346,HNEAP_RS11970,['Hneap_2402'],,['protoheme IX farnesyltransferase'],WP_012825242.1,502587509
2347,HNEAP_RS11975,['Hneap_2403'],,['hypothetical protein'],WP_012825243.1,502587510
2348,HNEAP_RS11980,['Hneap_2404'],,['SURF1 family protein'],WP_012825244.1,502587511
2349,HNEAP_RS11985,['Hneap_2405'],,['cytochrome c oxidase subunit I'],WP_012825245.1,502587512
2350,HNEAP_RS11990,['Hneap_2406'],,['cytochrome c oxidase subunit II'],WP_012825246.1,502587513
2351,HNEAP_RS11995,['Hneap_2407'],,['DUF2173 domain-containing protein'],WP_041600462.1,753844845
2352,HNEAP_RS12000,['Hneap_2408'],,['DUF2173 domain-containing protein'],WP_081441170.1,1174219989
2353,HNEAP_RS12410,['Hneap_2409'],,['DUF2173 domain-containing protein'],WP_012825249.1,502587516
2354,HNEAP_RS12010,['Hneap_2410'],,['tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE'],WP_012825250.1,502587517
2355,HNEAP_RS12015,['Hneap_2411'],,['membrane protein insertase YidC'],WP_012825251.1,502587518
